t,open,high,low,close,volume,date_vn
1708300800,41.409,43.961,41.313,43.865,20156400,2024-02-19
1708387200,44.298,44.972,44.154,44.442,12925600,2024-02-20
1708473600,44.394,44.394,43.142,43.335,8945700,2024-02-21
1708560000,43.431,43.768,43.142,43.142,6809700,2024-02-22
1708646400,43.335,43.431,41.65,41.698,11753200,2024-02-23
1708905600,41.842,42.228,41.505,41.746,7000000,2024-02-26
1708992000,42.131,42.565,41.698,42.565,7158700,2024-02-27
1709078400,42.805,43.239,42.372,42.757,6283200,2024-02-28
1709164800,42.902,43.046,41.794,41.794,11041300,2024-02-29
1709251200,42.083,42.565,41.698,42.324,6873900,2024-03-01
1709510400,42.42,42.95,42.179,42.324,7036300,2024-03-04
1709596800,42.324,42.613,41.698,42.035,7690200,2024-03-05
1709683200,42.035,42.902,41.457,41.505,11322800,2024-03-06
1709769600,41.698,41.698,41.265,41.602,7314700,2024-03-07
1709856000,41.891,41.987,40.976,40.976,9526300,2024-03-08
1710115200,41.024,41.409,40.928,40.976,6056200,2024-03-11
1710201600,40.976,41.313,40.783,41.12,4756200,2024-03-12
1710288000,41.216,41.409,40.928,41.361,7332900,2024-03-13
1710374400,41.794,42.179,41.216,41.313,12606200,2024-03-14
1710460800,41.313,41.553,40.831,40.831,9885200,2024-03-15
1710720000,41.072,41.553,39.772,40.542,14785500,2024-03-18
1710806400,40.783,41.457,40.302,41.313,9464300,2024-03-19
1710892800,41.409,41.409,40.639,40.928,5436900,2024-03-20
1710979200,41.265,41.457,40.976,41.313,10978300,2024-03-21
1711065600,41.602,41.891,41.024,41.216,9996800,2024-03-22
1711324800,41.409,41.746,40.831,40.976,10309500,2024-03-25
1711411200,41.12,41.313,40.879,41.168,4263700,2024-03-26
1711497600,41.313,41.313,40.928,40.928,7551900,2024-03-27
1711584000,41.216,42.42,41.024,41.698,18563500,2024-03-28
1711670400,41.794,42.083,41.265,41.265,7686900,2024-03-29
1711929600,41.313,41.553,41.072,41.313,7517900,2024-04-01
1712016000,41.12,41.553,40.639,41.553,13758100,2024-04-02
1712102400,41.553,42.131,41.313,41.505,11837400,2024-04-03
1712188800,41.216,41.602,41.168,41.409,9666700,2024-04-04
1712275200,41.12,41.505,40.831,41.361,13464400,2024-04-05
1712534400,41.457,41.505,40.831,41.409,16737700,2024-04-08
1712620800,41.505,41.602,41.313,41.602,10943800,2024-04-09
1712707200,41.939,42.998,41.842,42.565,24322200,2024-04-10
1712793600,42.613,42.613,42.131,42.516,14565300,2024-04-11
1712880000,42.854,43.142,42.661,42.854,16822800,2024-04-12
1713139200,42.854,42.854,40.639,40.831,20416500,2024-04-15
1713225600,40.831,41.216,39.242,41.12,16847800,2024-04-16
1713312000,41.409,41.457,40.013,40.253,10862100,2024-04-17
1713484800,39.435,39.965,38.809,39.965,12526800,2024-04-19
1713744000,39.965,40.253,39.146,39.916,9173300,2024-04-22
1713830400,39.483,39.868,38.713,38.713,8623200,2024-04-23
1713916800,38.857,39.387,38.761,39.098,5041500,2024-04-24
1714003200,39.339,39.339,38.905,39.194,2989100,2024-04-25
1714089600,38.905,39.531,38.809,39.29,4704400,2024-04-26
1714608000,39.29,39.724,38.857,39.627,4570000,2024-05-02
1714694400,39.772,39.868,39.339,39.579,4391600,2024-05-03
1714953600,39.627,39.676,39.339,39.627,4944600,2024-05-06
1715040000,39.724,39.724,39.387,39.531,4276900,2024-05-07
1715126400,39.483,39.483,39.002,39.387,6625700,2024-05-08
1715212800,39.483,40.205,39.339,39.435,7299700,2024-05-09
1715299200,39.483,39.579,38.857,38.857,7276500,2024-05-10
1715558400,38.953,39.05,38.231,38.616,9093900,2024-05-13
1715644800,39.579,39.724,38.664,38.664,6866000,2024-05-14
1715731200,38.713,38.905,38.568,38.761,6594800,2024-05-15
1715817600,38.809,38.905,38.664,38.761,8259700,2024-05-16
1715904000,38.857,39.676,38.713,39.339,13307900,2024-05-17
1716163200,39.531,39.724,38.953,38.953,9537100,2024-05-20
1716249600,39.002,39.242,38.568,38.713,9640200,2024-05-21
1716336000,38.713,40.109,38.713,38.857,11927800,2024-05-22
1716422400,38.953,39.05,38.616,39.05,6387700,2024-05-23
1716508800,38.905,39.05,38.279,38.327,12912200,2024-05-24
1716768000,38.376,38.568,38.279,38.327,4620900,2024-05-27
1716854400,38.376,38.568,38.279,38.472,5555700,2024-05-28
1716940800,38.52,38.616,37.99,37.99,8030400,2024-05-29
1717027200,37.99,38.039,37.557,37.557,6423700,2024-05-30
1717113600,37.75,38.183,37.413,37.413,5851700,2024-05-31
1717372800,37.75,37.942,37.653,37.846,5242000,2024-06-03
1717459200,37.942,38.713,37.942,37.942,7955300,2024-06-04
1717545600,38.087,38.424,37.846,37.846,6216300,2024-06-05
1717632000,37.942,38.135,37.557,37.605,5109000,2024-06-06
1717718400,37.846,37.846,37.557,37.557,4519500,2024-06-07
1717977600,37.701,37.75,37.413,37.461,6320000,2024-06-10
1718064000,37.461,37.509,36.738,36.738,14398100,2024-06-11
1718150400,36.738,37.413,36.305,37.076,12376600,2024-06-12
1718236800,37.124,37.268,36.69,36.835,5989600,2024-06-13
1718323200,36.979,37.413,36.642,36.787,8589700,2024-06-14
1718582400,36.835,37.076,36.498,36.883,8594600,2024-06-17
1718668800,37.076,37.076,36.787,36.883,6588500,2024-06-18
1718755200,36.883,36.931,36.353,36.594,7996800,2024-06-19
1718841600,36.498,36.594,36.161,36.594,7587500,2024-06-20
1718928000,36.353,36.401,36.064,36.353,13031100,2024-06-21
1719187200,36.353,36.787,35.727,36.064,7671000,2024-06-24
1719273600,35.92,36.642,35.824,36.401,6350100,2024-06-25
1719360000,36.401,36.738,36.113,36.113,4536500,2024-06-26
1719446400,36.113,36.45,35.968,36.209,3454200,2024-06-27
1719532800,36.209,36.353,35.92,36.257,5965200,2024-06-28
1719792000,36.257,36.305,35.727,36.305,4515600,2024-07-01
1719878400,36.353,36.931,36.161,36.738,5422700,2024-07-02
1719964800,36.642,36.787,36.305,36.69,5232800,2024-07-03
1720051200,36.69,37.076,36.401,37.027,7464400,2024-07-04
1720137600,36.883,37.076,36.546,37.027,6571700,2024-07-05
1720396800,36.738,36.979,36.401,36.594,7921400,2024-07-08
1720483200,36.594,36.883,36.401,36.883,8194900,2024-07-09
1720569600,36.931,36.979,36.546,36.835,5450000,2024-07-10
1720656000,36.835,37.268,36.69,37.027,8802600,2024-07-11
1720742400,37.076,37.413,36.883,37.076,5136100,2024-07-12
1721001600,37.076,37.076,36.401,36.594,4886700,2024-07-15
1721088000,36.401,36.642,36.257,36.498,4765700,2024-07-16
1721174400,36.498,36.498,35.438,35.92,7031600,2024-07-17
1721260800,35.872,36.064,35.342,36.064,6284400,2024-07-18
1721347200,36.305,36.787,36.161,36.45,6180800,2024-07-19
1721606400,36.594,36.594,35.92,36.498,5135700,2024-07-22
1721692800,36.257,36.546,35.968,36.45,4859200,2024-07-23
1721779200,36.209,36.45,36.016,36.45,4430000,2024-07-24
