t,open,high,low,close,volume,date_vn
1708905600,23.648,24.515,23.614,24.342,26875500,2024-02-26
1708992000,24.446,25.278,24.342,24.897,47040400,2024-02-27
1709078400,25.035,25.139,24.723,25.035,26065500,2024-02-28
1709164800,25.244,26.145,25.174,25.66,43188500,2024-02-29
1709251200,25.937,26.145,25.66,25.902,21490800,2024-03-01
1709510400,26.214,26.249,25.66,25.764,25346200,2024-03-04
1709596800,25.764,25.972,25.417,25.937,31386200,2024-03-05
1709683200,25.937,26.214,25.452,25.729,27681300,2024-03-06
1709769600,25.66,26.318,25.556,26.145,34060200,2024-03-07
1709856000,26.284,26.422,25.521,25.521,35882600,2024-03-08
1710115200,25.521,25.764,25.105,25.209,24846500,2024-03-11
1710201600,25.209,25.382,25.001,25.174,21926800,2024-03-12
1710288000,25.244,26.422,25.174,26.318,35787800,2024-03-13
1710374400,26.388,27.047,26.214,26.249,39364400,2024-03-14
1710460800,26.214,26.284,25.729,26.214,27977200,2024-03-15
1710720000,26.249,26.353,24.689,25.417,48614200,2024-03-18
1710806400,25.452,25.66,25.07,25.07,14628400,2024-03-19
1710892800,25.244,25.798,25.139,25.798,16364200,2024-03-20
1710979200,26.318,26.353,26.006,26.11,27175200,2024-03-21
1711065600,26.214,26.665,26.076,26.214,29818700,2024-03-22
1711324800,26.249,26.561,25.868,26.006,24344200,2024-03-25
1711411200,25.937,26.492,25.764,26.353,19515300,2024-03-26
1711497600,26.561,26.7,26.284,26.7,18775000,2024-03-27
1711584000,27.047,27.22,26.908,27.151,26417300,2024-03-28
1711670400,27.081,27.116,26.7,26.7,17529500,2024-03-29
1711929600,26.7,27.185,26.249,26.908,31091500,2024-04-01
1712016000,26.561,27.047,26.353,26.977,21148300,2024-04-02
1712102400,26.908,27.185,26.353,26.388,25750600,2024-04-03
1712188800,26.388,26.492,26.11,26.11,24883900,2024-04-04
1712275200,25.764,25.868,25.521,25.521,31244300,2024-04-05
1712534400,25.521,25.66,25.417,25.452,12118300,2024-04-08
1712620800,25.59,26.006,25.452,26.006,13235500,2024-04-09
1712707200,26.076,26.076,25.625,25.625,8525400,2024-04-10
1712793600,25.348,25.937,25.348,25.764,11888000,2024-04-11
1712880000,25.902,26.214,25.694,26.041,19498500,2024-04-12
1713139200,25.868,26.11,24.238,24.238,29936900,2024-04-15
1713225600,24.342,24.481,23.648,24.411,32795000,2024-04-16
1713312000,24.585,24.619,23.857,23.857,13931600,2024-04-17
1713484800,23.544,24.134,22.92,23.024,29562900,2024-04-19
1713744000,23.718,24.619,23.544,24.342,19499700,2024-04-22
1713830400,24.342,24.481,23.787,23.926,16741600,2024-04-23
1713916800,24.273,24.931,24.203,24.723,21326800,2024-04-24
1714003200,24.723,24.723,24.342,24.515,10578200,2024-04-25
1714089600,24.169,24.515,24.065,24.411,13819800,2024-04-26
1714608000,24.411,24.481,23.787,24.065,12220400,2024-05-02
1714694400,24.342,24.481,23.995,24.03,9163900,2024-05-03
1714953600,24.273,25.001,24.238,24.723,16789600,2024-05-06
1715040000,24.827,24.966,24.55,24.654,8273300,2024-05-07
1715126400,24.411,24.897,24.342,24.723,13710900,2024-05-08
1715212800,24.862,24.897,24.307,24.411,15342900,2024-05-09
1715299200,24.481,24.619,24.273,24.585,12118500,2024-05-10
1715558400,24.723,24.897,24.446,24.689,10272700,2024-05-13
1715644800,24.723,24.897,24.515,24.619,7029000,2024-05-14
1715731200,24.758,25.174,24.619,24.931,20293600,2024-05-15
1715817600,25.209,25.244,25.001,25.035,13615900,2024-05-16
