Date,BuyShares,BuyValue_billion,SellShares,SellValue_billion,NetShares,NetValue_billion
2026-02-25,1940500,56.046925,1999900,57.587375,-59400,-1.54045
2026-02-24,3080000,82.30123,7226838,64.07198,-4146838,18.22925
2026-02-23,707500,20.189515,504700,14.381025,202800,5.80849
2026-02-13,834900,23.745395,1781400,50.674925,-946500,-26.92953
2026-02-12,2794000,80.433345,2857400,81.679065,-63400,-1.24572
2026-02-11,2507300,71.46015,7552448,218.587362,-5045148,-147.127212
2026-02-10,2004800,56.09769,3827200,107.19721,-1822400,-51.09952
2026-02-09,1313700,36.4902,1442500,40.02895,-128800,-3.53875
2026-02-06,2811300,76.1976,2460000,66.941565,351300,9.256035
2026-02-05,920000,25.3853,1803800,49.449025,-883800,-24.063725
2026-02-04,2024100,56.21611,2013300,55.985545,10800,0.230565
2026-02-03,3836900,106.60505,2846300,78.72951,990600,27.87554
2026-02-02,2114000,58.0574,2507400,68.25479,-393400,-10.19739
2026-01-30,4717400,127.675365,821100,22.164395,3896300,105.51097
2026-01-29,1867500,49.77235,1962100,52.081905,-94600,-2.309555
2026-01-28,2694000,71.227275,192000,5.07816,2502000,66.149115
2026-01-27,2239200,59.121535,919000,24.251445,1320200,34.87009
2026-01-26,2868400,75.69463,694700,18.41499,2173700,57.27964
2026-01-23,2121700,57.0707,1025600,27.58309,1096100,29.48761
2026-01-22,2281300,62.182045,1357900,36.911985,923400,25.27006
2026-01-21,1744400,47.21543,1285200,34.868345,459200,12.347085
2026-01-20,3579900,99.13222,2262901,62.294751,1316999,36.837469
2026-01-19,886900,24.363895,963700,26.42742,-76800,-2.063525
2026-01-16,1326800,36.10864,1121100,30.53917,205700,5.56947
2026-01-15,3369000,91.83634,1968100,53.41892,1400900,38.41742
2026-01-14,2271400,61.735325,1245100,34.015905,1026300,27.71942
2026-01-13,3035200,84.33656,1817400,50.60791,1217800,33.72865
2026-01-12,4689100,131.186,3062400,85.779105,1626700,45.406895
2026-01-09,1694800,45.95623,4001600,109.10336,-2306800,-63.14713
2026-01-08,1741600,46.68691,2685600,72.305705,-944000,-25.618795
2026-01-07,1130000,30.11891,2410900,64.276925,-1280900,-34.158015
2026-01-06,2386000,61.97645,5001012,131.329619,-2615012,-69.353169
2026-01-05,1165800,38.814475,153350029540790,0.635008,-153350028374990,38.179467
2025-12-31,808200,20.372685,1062115,26.666783,-253915,-6.294098
2025-12-30,1521800,38.01008,1718420,42.861552,-196620,-4.851472
2025-12-29,2926900,72.78869,2931521,72.807725,-4621,-0.019035
2025-12-26,2363100,58.4159,1105921,27.359461,1257179,31.056439
2025-12-25,2877400,72.99473,3212921,81.413402,-335521,-8.418672
2025-12-24,2278300,57.542675,2096022,53.069429,182278,4.473246
2025-12-23,1772700,45.26868,951121,24.033769,821579,21.234911
2025-12-22,1987921,49.902925,1764418,44.236325,223503,5.6666
2025-12-19,1993700,49.119525,445921,10.982552,1547779,38.136973
2025-12-18,562400,13.758205,1269621,31.149448,-707221,-17.391243
2025-12-17,1132921,27.76451,594999,14.53228,537922,13.23223
2025-12-16,1510700,36.184855,530721,12.826659,979979,23.358196
2025-12-15,1055000,25.2085,441689,10.575087,613311,14.633413
2025-12-12,1560600,38.03682,493721,11.998718,1066879,26.038102
2025-12-11,1450321,36.27944,760119,18.959725,690202,17.319715
2025-12-10,1144400,28.769265,703421,17.726111,440979,11.043154
2025-12-09,2666421,65.491735,1192028,29.4575,1474393,36.034235
2025-12-08,549121,13.84385,858640,21.64068,-309519,-7.79683
2025-12-05,2221521,56.04982,1836916,46.36622,384605,9.6836
2025-12-04,2588921,65.82875,3234395,81.98372,-645474,-16.15497
2025-12-03,4,0.0,0,0.0,4,0.0
2025-12-02,1339921,31.073905,585688,13.66441,754233,17.409495
2025-12-01,692700,16.11268,319121,7.431774,373579,8.680906
2025-11-28,622500,14.53791,914121,21.351718,-291621,-6.813808
2025-11-27,601500,14.114485,1128021,26.533615,-526521,-12.41913
2025-11-26,1598000,36.832315,733621,16.985906,864379,19.846409
2025-11-25,1822700,41.94309,870921,20.078147,951779,21.864943
2025-11-24,1220821,28.277345,698578,16.20541,522243,12.071935
2025-11-21,2071221,47.921195,807494,18.66481,1263727,29.256385
2025-11-20,728600,17.124395,789500,18.48066,-60900,-1.356265
2025-11-19,791900,18.67053,658642,15.610033,133258,3.060497
2025-11-18,1248500,29.71219,728221,17.316964,520279,12.395226
2025-11-17,445621,10.57309,1277894,30.308235,-832273,-19.735145
2025-11-14,1278700,30.02248,939621,22.075698,339079,7.946782
2025-11-13,566700,13.40458,830321,19.595362,-263621,-6.190782
2025-11-12,938100,21.98883,1135622,26.687897,-197522,-4.699067
2025-11-11,1706000,39.560135,1850223,42.959802,-144223,-3.399667
2025-11-10,1047222,24.38229,760019,17.75989,287203,6.6224
2025-11-07,1650200,38.688505,472521,11.097177,1177679,27.591328
2025-11-06,604922,14.381405,538526,12.83278,66396,1.548625
2025-11-04,1434422,33.94403,2295100,54.401805,-860678,-20.457775
2025-11-03,2244500,53.18385,748701,17.717883,1495799,35.465967
2025-10-31,732000,17.44097,563822,13.465409,168178,3.975561
2025-10-30,2387921,57.23357,639604,15.34233,1748317,41.89124
2025-10-29,1040821,25.31538,1121000,27.26858,-80179,-1.9532
2025-10-28,1962023,46.00679,716654,16.85184,1245369,29.15495
2025-10-27,2834600,68.134301,1842203,44.448335,992397,23.685966
2025-10-24,7614809,187.724785,4898429,120.519315,2716380,67.20547
2025-10-23,5716115,145.379135,1936976,49.284445,3779139,96.09469
2025-10-22,6152800,154.58826,1874811,47.194676,4277989,107.393584
2025-10-21,2183200,55.30454,1260510,32.073276,922690,23.231264
2025-10-20,4029113,105.461015,385752,10.19498,3643361,95.266035
2025-10-17,1140000,31.231475,1374500,37.63848,-234500,-6.407005
2025-10-16,1894411,51.729465,1031888,28.117661,862523,23.611804
2025-10-15,870300,23.78823,729230,19.887574,141070,3.900656
2025-10-14,1103874,30.12762,2072093,56.63176,-968219,-26.50414
2025-10-13,1322625,36.033105,2923042,79.37606,-1600417,-43.342955
2025-10-10,2405549,66.037575,4264647,117.203854,-1859098,-51.166279
2025-10-09,997700,27.116895,4480116,121.444897,-3482416,-94.328002
2025-10-08,1902500,51.53344,4101315,110.716605,-2198815,-59.183165
2025-10-07,2662200,72.067296,464810,12.578855,2197390,59.488441
2025-10-06,2421412,65.61234,2070922,55.95872,350490,9.65362
2025-10-03,2079400,55.270343,86209,2.29422,1993191,52.976123
2025-10-02,3316200,89.588675,1143110,30.848027,2173090,58.740648
2025-10-01,1171300,30.964775,842611,22.269719,328689,8.695056
2025-09-30,1920000,50.357395,1244401,32.712989,675599,17.644406
2025-09-29,764600,20.0251,2107605,55.298973,-1343005,-35.273873
2025-09-26,308300,8.15334,1044706,27.632246,-736406,-19.478906
2025-09-25,432900,11.533015,1058709,28.197077,-625809,-16.664062
2025-09-24,1511300,39.594215,1613642,42.282912,-102342,-2.688697
2025-09-23,430200,11.34472,1258402,33.202568,-828202,-21.857848
2025-09-22,2435700,63.982255,600216,15.826517,1835484,48.155738
2025-09-19,912800,24.32927,1044202,27.869014,-131402,-3.539744
